1042, Vihaan Kumar, 353250.0, 17662.5
1043, Ishaan Kapoor, 299768.0, 14988.400000000001
1044, Meera Iyer, 323845.0, 16192.25
1045, Nikhil Sharma, 337266.0, 16863.3
1046, Aadhya Joshi, 321182.0, 16059.1
1047, Aarav Kapoor, 278893.0, 13944.650000000001
1048, Atharva Arora, 316427.0, 15821.35
1049, Ankit Gupta, 359724.0, 17986.2
1050, Rohan Arora, 330663.0, 16533.15
1051, Vihaan Mishra, 378620.0, 18931.0
1052, Shaurya Kapoor, 260910.0, 13045.5
1053, Aryan Gupta, 293529.0, 14676.45
1054, Ritika Sharma, 357492.0, 17874.600000000002
1055, Kabir Joshi, 339810.0, 16990.5
1056, Neha Sharma, 306134.0, 15306.7
1057, Dhruv Arora, 328763.0, 16438.15
1058, Arjun Kapoor, 354226.0, 17711.3
1059, Reyansh Singh, 330861.0, 16543.05
1060, Sneha Arora, 285373.0, 14268.650000000001
1061, Reyansh Arora, 358144.0, 17907.2
1062, Sai Reddy, 287847.0, 14392.35
1063, Aarav Kumar, 254198.0, 12709.900000000001
1064, Priya Chopra, 287401.0, 14370.050000000001
1065, Krishna Bansal, 284741.0, 14237.050000000001
1066, Sneha Reddy, 319436.0, 15971.800000000001
1067, Sai Sharma, 329216.0, 16460.8
1068, Vihaan Verma, 262069.0, 13103.45
1069, Ishaan Saxena, 362054.0, 18102.7
1070, Ritika Mehta, 318558.0, 15927.900000000001
1071, Ira Mehta, 351339.0, 17566.95
1072, Aarav Joshi, 345320.0, 17266.0
1073, Sneha Patel, 362118.0, 18105.9
1074, Arjun Reddy, 348903.0, 17445.15
1075, Ritika Saxena, 293990.0, 14699.5
1076, Atharva Reddy, 314052.0, 15702.6
1077, Reyansh Nair, 272577.0, 13628.85
1078, Ishaan Nair, 334147.0, 16707.350000000002
1079, Krishna Saxena, 375287.0, 18764.350000000002
1080, Myra Bansal, 261104.0, 13055.2
1081, Sneha Das, 290073.0, 14503.650000000001
1082, Anika Reddy, 253058.0, 12652.900000000001
1083, Vikram Nair, 262427.0, 13121.35
1084, Krishna Mishra, 344241.0, 17212.05
1085, Vikram Reddy, 360973.0, 18048.65
1086, Vivaan Singh, 306250.0, 15312.5
1087, Aditya Chopra, 304029.0, 15201.45
1088, Dhruv Gupta, 360988.0, 18049.4
1089, Tara Saxena, 256525.0, 12826.25
1090, Vikram Joshi, 272513.0, 13625.650000000001
1091, Ankit Patel, 349520.0, 17476.0
1092, Siya Malhotra, 351816.0, 17590.8
1093, Reyansh Gupta, 318266.0, 15913.300000000001
1094, Nikhil Joshi, 343099.0, 17154.95
1095, Anika Kumar, 320170.0, 16008.5
1096, Nikhil Jain, 375851.0, 18792.55
1097, Pooja Patel, 367710.0, 18385.5
1098, Vivaan Mehta, 395283.0, 19764.15
1099, Ira Saxena, 327481.0, 16374.050000000001
1100, Aditya Mehta, 350756.0, 17537.8
1101, Anika Kumar, 341132.0, 17056.600000000002
1102, Siya Singh, 364210.0, 18210.5
1103, Dhruv Arora, 350937.0, 17546.850000000002
1104, Diya Malhotra, 312952.0, 15647.6
1105, Vihaan Arora, 255094.0, 12754.7
1106, Atharva Das, 340813.0, 17040.65
1107, Kabir Kapoor, 303342.0, 15167.1
1108, Riya Arora, 324768.0, 16238.400000000001
1109, Rahul Das, 346023.0, 17301.15
1110, Sai Malhotra, 287925.0, 14396.25
1111, Riya Mehta, 387118.0, 19355.9
1112, Ritika Kapoor, 365415.0, 18270.75
1113, Aditya Kumar, 360598.0, 18029.9
1114, Tara Sharma, 327405.0, 16370.25
1115, Myra Gupta, 269320.0, 13466.0
1116, Ankit Sharma, 365534.0, 18276.7
1117, Aman Gupta, 317208.0, 15860.400000000001
1118, Anika Kapoor, 312292.0, 15614.6
1119, Reyansh Reddy, 294777.0, 14738.85
1120, Rohan Gupta, 390122.0, 19506.100000000002
1121, Tara Bansal, 258954.0, 12947.7
1122, Neha Das, 320844.0, 16042.2
1123, Navya Jain, 297277.0, 14863.85
1124, Sara Verma, 314344.0, 15717.2
1125, Sara Jain, 325173.0, 16258.650000000001
1126, Yash Kapoor, 328121.0, 16406.05
1127, Ritika Iyer, 307230.0, 15361.5
1128, Rahul Bansal, 317862.0, 15893.1
1129, Pari Bansal, 360268.0, 18013.4
1130, Yash Arora, 302491.0, 15124.550000000001
1131, Neha Bansal, 332070.0, 16603.5
1132, Kabir Arora, 364977.0, 18248.850000000002
1133, Siya Saxena, 350454.0, 17522.7
1134, Atharva Mehta, 303299.0, 15164.95
1135, Shaurya Kumar, 326254.0, 16312.7
1136, Ira Reddy, 324144.0, 16207.2
1137, Yash Bansal, 328504.0, 16425.2
1138, Atharva Malhotra, 262137.0, 13106.85
1139, Sai Kumar, 316790.0, 15839.5
1140, Vihaan Jain, 302480.0, 15124.0
1141, Ananya Joshi, 348569.0, 17428.45
1142, Pari Sharma, 356565.0, 17828.25
1143, Pooja Kumar, 305403.0, 15270.150000000001
1144, Sneha Arora, 352406.0, 17620.3
1145, Ankit Kumar, 315293.0, 15764.650000000001
1146, Kabir Sharma, 373733.0, 18686.65
1147, Ritika Iyer, 314529.0, 15726.45
1148, Ritika Joshi, 291703.0, 14585.150000000001
1149, Aarav Gupta, 302248.0, 15112.400000000001
1150, Priya Malhotra, 295589.0, 14779.45
1151, Sneha Sharma, 325563.0, 16278.150000000001
1152, Priya Joshi, 356957.0, 17847.850000000002
1153, Krishna Iyer, 352387.0, 17619.350000000002
1154, Sai Patel, 365721.0, 18286.05
1155, Sneha Das, 325954.0, 16297.7
1156, Navya Reddy, 368833.0, 18441.65
1157, Ananya Chopra, 313783.0, 15689.150000000001
1158, Pari Saxena, 362848.0, 18142.4
1159, Dhruv Kapoor, 347787.0, 17389.350000000002
1160, Riya Bansal, 350696.0, 17534.8
1161, Priya Malhotra, 281393.0, 14069.650000000001
1162, Ishaan Nair, 341298.0, 17064.9
1163, Ananya Arora, 333842.0, 16692.100000000002
1164, Rahul Verma, 370188.0, 18509.4
1165, Sara Singh, 354812.0, 17740.600000000002
1166, Sai Mehta, 359851.0, 17992.55
1167, Rahul Jain, 287495.0, 14374.75
1168, Dhruv Patel, 341000.0, 17050.0
1169, Ishaan Reddy, 288950.0, 14447.5
1170, Vikram Arora, 369725.0, 18486.25
1171, Rohan Malhotra, 371311.0, 18565.55
1172, Aryan Reddy, 375525.0, 18776.25
1173, Myra Nair, 309745.0, 15487.25
1174, Ishaan Iyer, 310123.0, 15506.150000000001
1175, Reyansh Jain, 325209.0, 16260.45
1176, Yash Mishra, 405586.0, 20279.300000000003
1177, Navya Patel, 343406.0, 17170.3
1178, Ananya Bansal, 334873.0, 16743.65
1179, Ira Kapoor, 379810.0, 18990.5
1180, Meera Arora, 331325.0, 16566.25
1181, Arjun Singh, 365877.0, 18293.850000000002
1182, Meera Das, 323583.0, 16179.150000000001
1183, Vivaan Reddy, 291932.0, 14596.6
1184, Ananya Chopra, 370765.0, 18538.25
1185, Rohan Sharma, 414732.0, 20736.600000000002
1186, Dhruv Kumar, 294023.0, 14701.150000000001
1187, Pari Das, 327260.0, 16363.0
1188, Kabir Mishra, 306195.0, 15309.75
1189, Nikhil Mishra, 334872.0, 16743.600000000002
1190, Navya Bansal, 283186.0, 14159.300000000001
1191, Vihaan Das, 294572.0, 14728.6
1192, Rohan Nair, 308329.0, 15416.45
1193, Aditya Gupta, 312361.0, 15618.050000000001
1194, Atharva Kapoor, 369727.0, 18486.350000000002
1195, Krishna Chopra, 349322.0, 17466.100000000002
1196, Arjun Singh, 333982.0, 16699.100000000002
1197, Ananya Iyer, 294727.0, 14736.35
1198, Reyansh Iyer, 309974.0, 15498.7
1199, Krishna Iyer, 319936.0, 15996.800000000001
1200, Diya Gupta, 381938.0, 19096.9
1201, Ananya Mehta, 349823.0, 17491.15
1202, Aman Verma, 273943.0, 13697.150000000001
1203, Rohan Arora, 366568.0, 18328.4
1204, Aryan Mehta, 312153.0, 15607.650000000001
1205, Yash Mishra, 315884.0, 15794.2
1206, Vivaan Gupta, 325641.0, 16282.050000000001
1207, Priya Malhotra, 332329.0, 16616.45
1208, Vikram Jain, 361850.0, 18092.5
1209, Aman Mishra, 311058.0, 15552.900000000001
1210, Sara Gupta, 317604.0, 15880.2
1211, Siya Joshi, 384429.0, 19221.45
1212, Ritika Mishra, 338498.0, 16924.9
1213, Sneha Singh, 342871.0, 17143.55
1214, Krishna Nair, 306726.0, 15336.300000000001
1215, Ira Malhotra, 318889.0, 15944.45
1216, Ananya Mishra, 315867.0, 15793.35
1217, Aditya Nair, 343035.0, 17151.75
1218, Priya Gupta, 348254.0, 17412.7
1219, Myra Singh, 285778.0, 14288.900000000001
1220, Ananya Chopra, 308636.0, 15431.800000000001
1221, Neha Jain, 329958.0, 16497.9
1222, Ira Joshi, 310472.0, 15523.6
1223, Aarav Verma, 348859.0, 17442.95
1224, Karan Gupta, 288476.0, 14423.800000000001
1225, Krishna Singh, 341573.0, 17078.65
1226, Vihaan Gupta, 373746.0, 18687.3
1227, Riya Kumar, 312742.0, 15637.1
1228, Pooja Nair, 369976.0, 18498.8
1229, Neha Mishra, 290650.0, 14532.5
1230, Kabir Kapoor, 328593.0, 16429.65
1231, Vikram Bansal, 288290.0, 14414.5
1232, Rahul Malhotra, 330564.0, 16528.2
1233, Aryan Joshi, 368162.0, 18408.100000000002
1234, Pooja Kapoor, 298183.0, 14909.150000000001
1235, Ritika Jain, 297728.0, 14886.400000000001
1236, Aditya Iyer, 350108.0, 17505.4
1237, Aadhya Chopra, 398155.0, 19907.75
1238, Nikhil Patel, 346322.0, 17316.100000000002
1239, Sai Sharma, 376307.0, 18815.350000000002
1240, Riya Mishra, 346986.0, 17349.3
1241, Kabir Gupta, 335211.0, 16760.55
1242, Vihaan Sharma, 315024.0, 15751.2
1243, Myra Mehta, 334904.0, 16745.2
1244, Vikram Kumar, 308393.0, 15419.650000000001
1245, Ira Das, 309797.0, 15489.85
1246, Sai Nair, 320751.0, 16037.550000000001
1247, Yash Bansal, 269275.0, 13463.75
1248, Vikram Chopra, 315886.0, 15794.300000000001
1249, Karan Bansal, 273399.0, 13669.95
1250, Yash Kapoor, 323858.0, 16192.900000000001
